                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    297,                  1.598,                 1.3749,                 1.8131,                0.58369,                0.38366,                0.39202,                0.18677,                 2.3754,                 2.0987,                 2.5176,              0.0011802,              0.0011802,              0.0011802
                    298,                 1.4853,                 1.1849,                 1.7226,                0.47102,                0.38889,                0.38686,                0.16986,                 2.7136,                 2.3584,                 2.8144,              0.0011785,              0.0011785,              0.0011785
                    299,                 1.4558,                 1.2293,                 1.7203,                0.52096,                0.38889,                0.40346,                0.16176,                 2.5363,                 2.2944,                 2.6896,              0.0011769,              0.0011769,              0.0011769
                    300,                 1.5309,                 1.3271,                 1.7747,                0.59586,                0.38889,                0.36993,                0.15553,                 2.6397,                 2.2447,                 2.7294,              0.0011752,              0.0011752,              0.0011752
                    301,                 1.4732,                 1.2025,                 1.7151,                0.68153,                0.38889,                0.40771,                0.18826,                  2.439,                 2.0649,                  2.486,              0.0011736,              0.0011736,              0.0011736
                    302,                 1.4344,                 1.1874,                 1.7318,                0.86369,                 0.3709,                0.39114,                0.16733,                 2.3224,                 2.1086,                  2.462,              0.0011719,              0.0011719,              0.0011719
                    303,                 1.4276,                 1.1605,                 1.6892,                0.50803,                0.33333,                0.35532,                0.15443,                 2.4795,                 2.2405,                 2.5829,              0.0011703,              0.0011703,              0.0011703
                    304,                 1.4919,                 1.1946,                 1.7193,                0.33733,                0.45114,                0.39926,                0.16366,                 2.7923,                 2.2459,                  3.048,              0.0011686,              0.0011686,              0.0011686
                    305,                 1.4193,                 1.0788,                 1.6643,                0.50753,                0.40905,                0.42383,                0.16247,                 2.7516,                 2.0962,                  3.009,               0.001167,               0.001167,               0.001167
                    306,                 1.4685,                 1.1536,                 1.7568,                0.37845,                0.41667,                 0.3757,                0.15988,                 2.6609,                  2.279,                 2.8086,              0.0011653,              0.0011653,              0.0011653
